title,artist,artistBio,gender,date,medium,artUrl,imageUrl
The Rape,Pablo Picasso,"Spanish, 1881–1973",Male,"Juan-les-Pins, 1920",Tempera on wood,http://www.moma.org/collection/works/78802,http://www.moma.org/media/W1siZiIsIjE1MDk1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=15e6790f3d54ee70
Equivocation,Ben Cunningham (Benjamin Frazier Cunningham),"American, 1904–1975",Male,1964,Synthetic polymer paint on composition board,http://www.moma.org/collection/works/78803,http://www.moma.org/media/W1siZiIsIjE1MDk1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=65d78ea11c29e889
Castle Garden,Paul Klee,"German, born Switzerland. 1879–1940",Male,1931,Oil on canvas,http://www.moma.org/collection/works/78806,http://www.moma.org/media/W1siZiIsIjE1MDk2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34c43cb8b7670167
Gare Montparnasse (The Melancholy of Departure),Giorgio de Chirico,"Italian, born Greece. 1888–1978",Male,"Paris, early 1914",Oil on canvas,http://www.moma.org/collection/works/80538,http://www.moma.org/media/W1siZiIsIjE1MDk2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d24f06c559c9f93e
"Composition II, Indigo Violet Derived from Equilateral Triangle",Georges Vantongerloo,"Belgian, 1886–1965",Male,Menton 1921,Oil on canvas mounted on cardboard,http://www.moma.org/collection/works/80540,http://www.moma.org/media/W1siZiIsIjE1MDk2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1072f16ebb84c0c4
Descending Arrow,Adolph Gottlieb,"American, 1903–1974",Male,1956,Oil on canvas,http://www.moma.org/collection/works/80552,http://www.moma.org/media/W1siZiIsIjE1MDk2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3e23bcf9820003c7
Now Then As I Was About to Say,Edward Ruscha,"American, born 1937",Male,1973,Shellac on moiré rayon,http://www.moma.org/collection/works/84191,http://www.moma.org/media/W1siZiIsIjE1MDk2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fae1fd0f4fa2ddff
Open Number 24 in Variations of Orange,Robert Motherwell,"American, 1915–1991",Male,1968,Synthetic polymer paint and charcoal on canvas,http://www.moma.org/collection/works/80556,http://www.moma.org/media/W1siZiIsIjE1MDk2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=691618db897fd5ff
Desert,Richard Pousette-Dart,"American, 1916–1992",Male,1940,Oil on canvas,http://www.moma.org/collection/works/80557,http://www.moma.org/media/W1siZiIsIjE1MDk2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80cb201d834c192d
The Ohio Gang,R. B. Kitaj,"American, 1932–2007",Male,1964,Oil and graphite on canvas,http://www.moma.org/collection/works/78820,http://www.moma.org/media/W1siZiIsIjE1MDk3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=271b44d1ecb25ff2
No. 5/No. 24,Mark Rothko,"American, born Russia now Latvia. 1903–1970",Male,1948,Oil on canvas,http://www.moma.org/collection/works/80564,http://www.moma.org/media/W1siZiIsIjE1MDk3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7f9da083ec8dd52
No. 1 (Untitled),Mark Rothko,"American, born Russia now Latvia. 1903–1970",Male,1948,Oil on canvas,http://www.moma.org/collection/works/80565,http://www.moma.org/media/W1siZiIsIjE1MDk3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aba6df3a4ef5b05f
The Evil Genius of a King,Giorgio de Chirico,"Italian, born Greece. 1888–1978",Male,Paris 1914-15,Oil on canvas,http://www.moma.org/collection/works/78834,http://www.moma.org/media/W1siZiIsIjE1MDk3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ddf03069e199798
Figure,André Masson,"French, 1896–1987",Male,1926-27,Oil and sand on canvas,http://www.moma.org/collection/works/78832,http://www.moma.org/media/W1siZiIsIjE1MDk3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=400799556ccda409
Iron Bridges at Asnières,Émile Bernard,"French, 1868–1941",Male,1887,Oil on canvas,http://www.moma.org/collection/works/78843,http://www.moma.org/media/W1siZiIsIjE1MDk3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8f81ad0f0d5e6aaf
Wooden Room,Anselm Kiefer,"German, born 1945",Male,1972,Charcoal and oil on burlap,http://www.moma.org/collection/works/80576,http://www.moma.org/media/W1siZiIsIjE1MDk3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=54dffdd4e178906a
Ten-Foot Flowers,Andy Warhol,"American, 1928–1987",Male,1967,Silkscreen ink on synthetic polymer paint on canvas,http://www.moma.org/collection/works/80577,http://www.moma.org/media/W1siZiIsIjE1MDk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=825f9af743997a58
The World Is a Story (Mundus est Fabula),Max Ernst,"French and American, born Germany. 1891–1976",Male,Paris 1959,Oil on canvas,http://www.moma.org/collection/works/78858,http://www.moma.org/media/W1siZiIsIjE1MDk4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b3185e2415c677a2
Joë Bousquet in Bed,Jean Dubuffet,"French, 1901–1985",Male,January 1947,Oil emulsion in water on canvas,http://www.moma.org/collection/works/78851,http://www.moma.org/media/W1siZiIsIjE1MDk4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea364b387fdb2213
Studio with Plaster Head,Pablo Picasso,"Spanish, 1881–1973",Male,"Juan-les-Pins, summer 1925",Oil on canvas,http://www.moma.org/collection/works/78860,http://www.moma.org/media/W1siZiIsIjE1MDk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=576192c8ecfca636
Woman with Three Hairs Surrounded by Birds in the Night,Joan Miró,"Spanish, 1893–1983",Male,"Palma, September 2, 1972",Oil on canvas,http://www.moma.org/collection/works/78862,http://www.moma.org/media/W1siZiIsIjE1MDk4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=46000071fbba4af8
They Could Still Serve,Ellen Gallagher,"American, born 1965",Female,2001,Pigment and synthetic polymer on paper mounted on canvas,http://www.moma.org/collection/works/80578,http://www.moma.org/media/W1siZiIsIjE1MDk4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c46561c73dba079
In Black and White No. 2 (Africa),Robert Motherwell,"American, 1915–1991",Male,1975,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/78870,http://www.moma.org/media/W1siZiIsIjE1MDk4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1cf1ad5b3e074e37
Study of a Baboon,Francis Bacon,"British, born Ireland. 1909–1992",Male,1953,Oil on canvas,http://www.moma.org/collection/works/80580,http://www.moma.org/media/W1siZiIsIjE1MDk4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1a55ecda61a8f438
Still Life I,Joan Miró,"Spanish, 1893–1983",Male,Montroig and Paris 1922-23,Oil on canvas,http://www.moma.org/collection/works/78417,http://www.moma.org/media/W1siZiIsIjE1MDk5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4cb2dc6e036df33c
Glorious Techniculture,Richard Hamilton,"British, 1922–2011",Male,1961-64,Oil and collage on panel,http://www.moma.org/collection/works/78893,http://www.moma.org/media/W1siZiIsIjE1MDk5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e6dafac6998da566
The Street,Balthus (Baltusz Klossowski de Rola),"French, 1908–2001",Male,1933,Oil on canvas,http://www.moma.org/collection/works/80582,http://www.moma.org/media/W1siZiIsIjE1MDk5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c3e7a359979e623b
The Enigma of a Day,Giorgio de Chirico,"Italian, born Greece. 1888–1978",Male,"Paris, early 1914",Oil on canvas,http://www.moma.org/collection/works/80587,http://www.moma.org/media/W1siZiIsIjE1MDk5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=28a0c1e28dafd62e
The Duo,Giorgio de Chirico,"Italian, born Greece. 1888–1978",Male,"Paris, winter 1914-15",Oil on canvas,http://www.moma.org/collection/works/80588,http://www.moma.org/media/W1siZiIsIjE1MDk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=460469ee74e8de75
The Seer,Giorgio de Chirico,"Italian, born Greece. 1888–1978",Male,"Paris, winter 1914-15",Oil on canvas,http://www.moma.org/collection/works/80589,http://www.moma.org/media/W1siZiIsIjE1MDk5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bdc309dc9d998627
The Faithful Servitor,Giorgio de Chirico,"Italian, born Greece. 1888–1978",Male,1916 or 1917,Oil on canvas,http://www.moma.org/collection/works/80591,http://www.moma.org/media/W1siZiIsIjE1MDk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=85a2985f580c20db
"Here, Sir Fire, Eat!",Roberto Matta,"Chilean, 1911–2002",Male,1942,Oil on canvas,http://www.moma.org/collection/works/80602,http://www.moma.org/media/W1siZiIsIjE1MDk5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fc9f1adfd05ab543
Umbrella and Bowler,Fernand Léger,"French, 1881–1955",Male,1926,Oil on canvas,http://www.moma.org/collection/works/80186,http://www.moma.org/media/W1siZiIsIjE1MDkxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=076e835a89d9c98a
"The American Dream, I",Robert Indiana,"American, born 1928",Male,1961,Oil on canvas,http://www.moma.org/collection/works/79415,http://www.moma.org/media/W1siZiIsIjE1MDkxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c00e59a3ae1afc81
Cleopatra Flesh,Jules Olitski,"American, born Russia.1922–2007",Male,1962,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/79320,http://www.moma.org/media/W1siZiIsIjE1MDkxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=675172e94ffc4fb2
The Song of Love,Giorgio de Chirico,"Italian, born Greece. 1888–1978",Male,"Paris, June-July 1914",Oil on canvas,http://www.moma.org/collection/works/80419,http://www.moma.org/media/W1siZiIsIjE1MDkxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9b00adf24ef782f
Anthropometry: Princess Helena,Yves Klein,"French, 1928–1962",Male,1960,Oil on paper on wood,http://www.moma.org/collection/works/80530,http://www.moma.org/media/W1siZiIsIjE1MDkxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9e5ef130b0256915
La Japonaise: Woman beside the Water,Henri Matisse,"French, 1869–1954",Male,"Collioure, summer 1905",Oil and pencil on canvas,http://www.moma.org/collection/works/80294,http://www.moma.org/media/W1siZiIsIjE1MDkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=179071d077c2cd18
He Did What He Wanted,Yves Tanguy,"American, born France. 1900–1955",Male,1927,Oil on canvas,http://www.moma.org/collection/works/95086,http://www.moma.org/media/W1siZiIsIjE1MDkyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34f3ead1605cb0da
White - Soft and Hard,Vasily Kandinsky,"French, born Russia. 1866–1944",Male,March 1932,Oil and gouache on canvas,http://www.moma.org/collection/works/80497,http://www.moma.org/media/W1siZiIsIjE1MDkyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b55696fc4905371a
"Towards Disappearance, II",Sam Francis,"American, 1923–1994",Male,Paris 1957-58,Oil on canvas,http://www.moma.org/collection/works/78776,http://www.moma.org/media/W1siZiIsIjE1MDkzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a268415ef029f9e
Ways of Worldly Wisdom: Arminius's Battle,Anselm Kiefer,"German, born 1945",Male,1978,Oil on woodcut on paper mounted on canvas,http://www.moma.org/collection/works/84183,http://www.moma.org/media/W1siZiIsIjE1MDkzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b42f21290305cdb
Dinnertime,Édouard Vuillard,"French, 1868–1940",Male,c. 1889,Oil on canvas,http://www.moma.org/collection/works/78780,http://www.moma.org/media/W1siZiIsIjE1MDkzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95c38dd29858f226
Guitar,Pablo Picasso,"Spanish, 1881–1973",Male,"Paris, early 1919","Oil, charcoal and pinned paper on canvas",http://www.moma.org/collection/works/36613,http://www.moma.org/media/W1siZiIsIjE1MDQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=17d34f53cc1e6fa3
Jolts of a Cab,Carlo Carrà,"Italian, 1881–1966",Male,1911,Oil on canvas,http://www.moma.org/collection/works/80471,http://www.moma.org/media/W1siZiIsIjE1MDUwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9de494692250f6a7
Untitled,Lucy McKenzie,"British, born 1977",Female,2002,Synthetic polymer and oil on canvas,http://www.moma.org/collection/works/110906,http://www.moma.org/media/W1siZiIsIjE1MDUwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bf3b4eb61b871d7b
Untitled,Lucy McKenzie,"British, born 1977",Female,2002,Synthetic polymer and oil on canvas,http://www.moma.org/collection/works/110907,http://www.moma.org/media/W1siZiIsIjE1MDUwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aa7a4483bef5a311
Grand Jazz Band (New Orleans),Jean Dubuffet,"French, 1901–1985",Male,December 1944,Oil and tempera on canvas,http://www.moma.org/collection/works/80669,http://www.moma.org/media/W1siZiIsIjE1MTA0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16653c7c8b6e002d
Goya Series: And,John Baldessari,"American, born 1931",Male,1997,Ink jet and synthetic polymer paint on canvas,http://www.moma.org/collection/works/78997,http://www.moma.org/media/W1siZiIsIjE1MTA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d70fb3c2680586cc
Grove Group I,Brice Marden,"American, born 1938",Male,1972-73,Oil and wax on canvas,http://www.moma.org/collection/works/78996,http://www.moma.org/media/W1siZiIsIjE1MTA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=09508f7b5e2fea09
Pastorale (Rhythms),Paul Klee,"German, born Switzerland. 1879–1940",Male,1927,Tempera on canvas mounted on wood,http://www.moma.org/collection/works/79012,http://www.moma.org/media/W1siZiIsIjE1MTA0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce1668ca4135c399
The Serenity of the Scholar,Giorgio de Chirico,"Italian, born Greece. 1888–1978",Male,"Paris, April-May 1914",Oil and charcoal on canvas,http://www.moma.org/collection/works/79011,http://www.moma.org/media/W1siZiIsIjE1MTA0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=79b066bfae7298e7
The Artist's Mother,Alberto Giacometti,"Swiss, 1901–1966",Male,1950,Oil on canvas,http://www.moma.org/collection/works/78448,http://www.moma.org/media/W1siZiIsIjE1MTA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=42b42a6d9c2400ba
"Personage, with Yellow Ochre and White",Robert Motherwell,"American, 1915–1991",Male,1947,Oil on canvas,http://www.moma.org/collection/works/78450,http://www.moma.org/media/W1siZiIsIjE1MTA0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=132446bb09f459a9
Jake at the New Viet Huong,Elizabeth Peyton,"American, born 1965",Female,1995,Oil on masonite,http://www.moma.org/collection/works/78446,http://www.moma.org/media/W1siZiIsIjE1MTA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37184e75192e24df
Succulent Eggplants,Beatriz Milhazes,"Brazilian, born 1960",Female,1996,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/85216,http://www.moma.org/media/W1siZiIsIjE1MTA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d903baa04c0c547b
Light in Far Field,Ellen Phelan,"American, born 1943",Female,2001,Oil on linen,http://www.moma.org/collection/works/86005,http://www.moma.org/media/W1siZiIsIjE1MTA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4410550df95d59b7
The Vases,Amédée Ozenfant,"French, 1886–1966",Male,1925,Oil on canvas,http://www.moma.org/collection/works/79028,http://www.moma.org/media/W1siZiIsIjE1MTA1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=df13c6ea777d3621
"October 18, 1977",Gerhard Richter,"German, born 1932",Male,1988,"Oil on canvas, fifteen paintings",http://www.moma.org/collection/works/79037,http://www.moma.org/media/W1siZiIsIjE1MTA1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80db243da919d0a5
Earth,David Wojnarowicz,"American, 1954–1992",Male,1987,Synthetic polymer paint and collage on masonite,http://www.moma.org/collection/works/108180,http://www.moma.org/media/W1siZiIsIjE1MTA1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b7a0d5b7befde74
Pines and Rocks (Fontainebleau?),Paul Cézanne,"French, 1839–1906",Male,c. 1897,Oil on canvas,http://www.moma.org/collection/works/78454,http://www.moma.org/media/W1siZiIsIjE1MTA3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=82d02ec42fd44dff
"The Empire of Light, II",René Magritte,"Belgian, 1898–1967",Male,1950,Oil on canvas,http://www.moma.org/collection/works/78456,http://www.moma.org/media/W1siZiIsIjE1MTA3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=87cef27055a802a9
The Passage from Virgin to Bride,Marcel Duchamp,"American, born France. 1887–1968",Male,"Munich, July-August 1912",Oil on canvas,http://www.moma.org/collection/works/79044,http://www.moma.org/media/W1siZiIsIjE1MTA3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=53580d4c27383c70
Proun 19D,El Lissitzky,"Russian, 1890–1941",Male,1920 or 1921,"Gesso, oil, varnish, crayon, colored papers, sandpaper, graph paper, cardboard, metallic paint, and metal foil on plywood",http://www.moma.org/collection/works/79040,http://www.moma.org/media/W1siZiIsIjE1MTA3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=846a789670f5cecf
Man with a Guitar,Georges Braque,"French, 1882–1963",Male,"Céret, summer 1911-early 1912",Oil on canvas,http://www.moma.org/collection/works/79048,http://www.moma.org/media/W1siZiIsIjE1MTA3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fc4ed14cf13b5d0f
The Baluster,Fernand Léger,"French, 1881–1955",Male,1925,Oil on canvas,http://www.moma.org/collection/works/79058,http://www.moma.org/media/W1siZiIsIjE1MTA4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ae79e76ef190a050
Full Fathom Five,Jackson Pollock,"American, 1912–1956",Male,1947,"Oil on canvas with nails, tacks, buttons, key, coins, cigarettes, matches, etc.",http://www.moma.org/collection/works/79070,http://www.moma.org/media/W1siZiIsIjE1MTA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=083d1bc2bbfe7c2a
Wall with Inscriptions,Jean Dubuffet,"French, 1901–1985",Male,April 1945,Oil on canvas,http://www.moma.org/collection/works/79071,http://www.moma.org/media/W1siZiIsIjE1MTA4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=386dca96a469f112
Silence,Georges Ribemont-Dessaignes,"French, 1884–1974",Male,c. 1915,Oil on canvas,http://www.moma.org/collection/works/79079,http://www.moma.org/media/W1siZiIsIjE1MTA4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=21808b0237980370
Still Life -- Glove and Newspaper,Joan Miró,"Spanish, 1893–1983",Male,1921,Oil on canvas,http://www.moma.org/collection/works/78471,http://www.moma.org/media/W1siZiIsIjE1MTA4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5a4fcdea61c75ae
Z II,László Moholy-Nagy,"American, born Hungary. 1895–1946",Male,1925,Oil on canvas,http://www.moma.org/collection/works/78472,http://www.moma.org/media/W1siZiIsIjE1MTA4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1820765a684c7ec
Boy in a Red Vest,Paul Cézanne,"French, 1839–1906",Male,1888-90,Oil on canvas,http://www.moma.org/collection/works/79086,http://www.moma.org/media/W1siZiIsIjE1MTA5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5349e4b96850e251
The Day of the Locust,Malcolm Morley,"American, born Great Britain 1931",Male,1977,Oil on canvas,http://www.moma.org/collection/works/79093,http://www.moma.org/media/W1siZiIsIjE1MTA5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=485ca7b44a4d0802
London Bridge,André Derain,"French, 1880–1954",Male,"London, winter 1906",Oil on canvas,http://www.moma.org/collection/works/79103,http://www.moma.org/media/W1siZiIsIjE1MTA5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8d6513d131137dda
Menschkin,Sigmar Polke,"German, 1941–2010",Male,1972,Synthetic polymer paint on patterned fabric,http://www.moma.org/collection/works/79116,http://www.moma.org/media/W1siZiIsIjE1MTA5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8344ed5c8bf8a715
Untitled,Sigmar Polke,"German, 1941–2010",Male,1971,"Watercolor, gouache, and synthetic polymer paint on paper mounted on canvas",http://www.moma.org/collection/works/79106,http://www.moma.org/media/W1siZiIsIjE1MTA5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dbab692b38ef50e2
The Bather,Paul Cézanne,"French, 1839–1906",Male,c. 1885,Oil on canvas,http://www.moma.org/collection/works/78296,http://www.moma.org/media/W1siZiIsIjE1MTA5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d82c8c078cb11fcb
Self-Portrait I,Joan Miró,"Spanish, 1893–1983",Male,"Paris, October 1937 - March 1938","Pencil, crayon and oil on canvas",http://www.moma.org/collection/works/80604,http://www.moma.org/media/W1siZiIsIjE1MTAwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9e9e4ed8b1fa9d48
Still Life,Giorgio Morandi,"Italian, 1890–1964",Male,1949,Oil on canvas,http://www.moma.org/collection/works/80607,http://www.moma.org/media/W1siZiIsIjE1MTAwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aec4cb354b447a46
Studio V,Georges Braque,"French, 1882–1963",Male,1949-50,Oil on canvas,http://www.moma.org/collection/works/78900,http://www.moma.org/media/W1siZiIsIjE1MTAwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6561a3f21a320dd0
The Sigh,Pablo Picasso,"Spanish, 1881–1973",Male,"Paris, 1923",Oil and charcoal on canvas,http://www.moma.org/collection/works/80611,http://www.moma.org/media/W1siZiIsIjE1MTAwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99a2a654a48f3f6b
Map of the World,Alighiero Boetti,"Italian, 1940–1994",Male,1989,Embroidery on fabric,http://www.moma.org/collection/works/80620,http://www.moma.org/media/W1siZiIsIjE1MTAwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd6acce42ecdf880
